,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 16, 2022 - 16:00 JSTWorld's Edge GEMINI No1Apexer NoTeam","Round 1 Round 1 April 16, 2022 - 16:00 JSTWorld's Edge GEMINI No1Apexer NoTeam","Round 2 Round 2 April 16, 2022 - 16:35 JSTWorld's Edge NEVIS Ichariba Chode YOSHIMOTO Gaming","Round 2 Round 2 April 16, 2022 - 16:35 JSTWorld's Edge NEVIS Ichariba Chode YOSHIMOTO Gaming","Round 3 Round 3 April 16, 2022 - 17:10 JSTWorld's Edge NEVIS Syth Gaming RUDENS Esports","Round 3 Round 3 April 16, 2022 - 17:10 JSTWorld's Edge NEVIS Syth Gaming RUDENS Esports","Round 4 Round 4 April 16, 2022 - 17:45 JSTStorm Point HGC No1Apexer RUDENS Esports","Round 4 Round 4 April 16, 2022 - 17:45 JSTStorm Point HGC No1Apexer RUDENS Esports","Round 5 Round 5 April 16, 2022 - 18:20 JSTStorm Point AXIZ KIZUNA GAMING RUDENS Esports","Round 5 Round 5 April 16, 2022 - 18:20 JSTStorm Point AXIZ KIZUNA GAMING RUDENS Esports","Round 6 Round 6 April 16, 2022 - 18:55 JSTStorm Point Ichariba Chode RUDENS Esports HGC","Round 6 Round 6 April 16, 2022 - 18:55 JSTStorm Point Ichariba Chode RUDENS Esports HGC"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,NVS,77,5,3,1,8,1,10,4,6,4,5,4,2
1,2.0,N1A,53,2,9,9,3,18,0,2,10,14,0,5,6
2,3.0,RDNS,51,11,1,10,2,3,1,3,3,3,7,2,4
3,4.0,ICHC,48,9,2,2,4,6,0,19,0,6,5,1,8
4,5.0,AXIZ,41,19,0,11,0,5,10,6,1,1,8,8,0
5,6.0,CRW,40,4,3,15,0,11,8,11,5,9,7,9,5
6,7.0,HGC,38,14,6,19,0,12,0,1,7,17,0,3,4
7,8.0,GEMI,36,1,10,16,0,10,3,14,1,13,6,19,0
8,9.0,ETOLS,32,13,1,4,6,14,5,8,6,15,3,14,0
9,10.0,NT,32,3,10,5,5,7,1,16,0,12,0,11,0
10,11.0,KZG,32,7,1,18,0,4,2,15,0,2,4,6,4
11,12.0,STY,27,16,3,17,0,9,3,9,2,11,2,7,9
12,13.0,VS,26,8,4,8,4,8,3,12,3,7,2,18,0
13,14.0,SYTH,25,6,1,12,0,2,7,18,1,10,0,13,0
14,15.0,O2,24,15,1,7,7,16,0,5,7,16,0,15,0
15,16.0,BEXT,23,10,1,6,5,17,1,13,0,8,5,16,3
16,17.0,YOG,22,18,2,3,8,13,0,17,1,18,0,17,3
17,18.0,LLGS,17,12,0,13,2,15,2,7,0,5,0,12,2
18,19.0,ALV,11,17,0,14,0,19,0,10,0,19,0,10,6
19,20.0,LFTSF,0,20,0,20,0,20,0,20,0,20,0,20,0
